TEST PASSED: TEST ADVENTURER CARD: coins before = 4, coins after = 6
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
SMITHY CARD TEST COMPLETE. 1000 tests run

Function 'compare'
Lines executed:83.33% of 6
Branches executed:100.00% of 4
Taken at least once:75.00% of 4
No calls

Function 'newGame'
Lines executed:0.00% of 2
No branches
No calls

Function 'kingdomCards'
Lines executed:0.00% of 12
No branches
No calls

Function 'initializeGame'
Lines executed:96.15% of 78
Branches executed:100.00% of 46
Taken at least once:89.13% of 46
No calls

Function 'shuffle'
Lines executed:94.44% of 18
Branches executed:100.00% of 8
Taken at least once:87.50% of 8
No calls

Function 'playCard'
Lines executed:0.00% of 14
Branches executed:0.00% of 10
Taken at least once:0.00% of 10
No calls

Function 'buyCard'
Lines executed:0.00% of 13
Branches executed:0.00% of 6
Taken at least once:0.00% of 6
No calls

Function 'numHandCards'
Lines executed:100.00% of 1
No branches
No calls

Function 'handCard'
Lines executed:0.00% of 2
No branches
No calls

Function 'supplyCount'
Lines executed:0.00% of 1
No branches
No calls

Function 'fullDeckCount'
Lines executed:0.00% of 11
Branches executed:0.00% of 12
Taken at least once:0.00% of 12
No calls

Function 'whoseTurn'
Lines executed:100.00% of 1
No branches
No calls

Function 'endTurn'
Lines executed:0.00% of 22
Branches executed:0.00% of 6
Taken at least once:0.00% of 6
No calls

Function 'isGameOver'
Lines executed:0.00% of 12
Branches executed:0.00% of 8
Taken at least once:0.00% of 8
No calls

Function 'scoreFor'
Lines executed:0.00% of 26
Branches executed:0.00% of 42
Taken at least once:0.00% of 42
No calls

Function 'getWinners'
Lines executed:0.00% of 33
Branches executed:0.00% of 22
Taken at least once:0.00% of 22
No calls

Function 'drawCard'
Lines executed:33.33% of 24
Branches executed:33.33% of 6
Taken at least once:16.67% of 6
No calls

Function 'getCost'
Lines executed:0.00% of 30
Branches executed:0.00% of 28
Taken at least once:0.00% of 28
No calls

Function 'cardEffect'
Lines executed:4.81% of 187
Branches executed:19.66% of 117
Taken at least once:3.42% of 117
No calls

Function 'discardCard'
Lines executed:86.67% of 15
Branches executed:100.00% of 6
Taken at least once:66.67% of 6
No calls

Function 'gainCard'
Lines executed:0.00% of 15
Branches executed:0.00% of 6
Taken at least once:0.00% of 6
No calls

Function 'updateCoins'
Lines executed:71.43% of 14
Branches executed:100.00% of 8
Taken at least once:75.00% of 8
No calls

Function 'adventurerAction'
Lines executed:76.47% of 17
Branches executed:100.00% of 12
Taken at least once:66.67% of 12
No calls

Function 'smithyAction'
Lines executed:100.00% of 6
Branches executed:100.00% of 2
Taken at least once:100.00% of 2
No calls

Function 'tributeAction'
Lines executed:0.00% of 47
Branches executed:0.00% of 32
Taken at least once:0.00% of 32
No calls

Function 'ambassadorAction'
Lines executed:0.00% of 29
Branches executed:0.00% of 26
Taken at least once:0.00% of 26
No calls

Function 'cutpurseAction'
Lines executed:0.00% of 17
Branches executed:0.00% of 12
Taken at least once:0.00% of 12
No calls

File 'dominion.c'
Lines executed:24.20% of 653
Branches executed:26.49% of 419
Taken at least once:18.14% of 419
No calls
dominion.c:creating 'dominion.c.gcov'

        -:    0:Source:dominion.c
        -:    0:Graph:dominion.gcno
        -:    0:Data:dominion.gcda
        -:    0:Runs:1
        -:    0:Programs:1
        -:    1:#include "dominion.h"
        -:    2:#include "dominion_helpers.h"
        -:    3:#include "rngs.h"
        -:    4:#include <stdio.h>
        -:    5:#include <math.h>
        -:    6:#include <stdlib.h>
        -:    7:
function compare called 85008 returned 100% blocks executed 85%
        -:    8:int compare(const void* a, const void* b) {
    85008:    9:  if (*(int*)a > *(int*)b)
    85008:    9-block  0
branch  0 taken 0
branch  1 taken 85008
    #####:   10:    return 1;
    $$$$$:   10-block  0
unconditional  0 never executed
    85008:   11:  if (*(int*)a < *(int*)b)
    85008:   11-block  0
branch  0 taken 30360
branch  1 taken 54648
    30360:   12:    return -1;
    30360:   12-block  0
unconditional  0 taken 30360
    54648:   13:  return 0;
    54648:   13-block  0
unconditional  0 taken 54648
    85008:   14:}
    85008:   14-block  0
unconditional  0 taken 85008
        -:   15:
function newGame called 0 returned 0% blocks executed 0%
        -:   16:struct gameState* newGame() {
    #####:   17:  struct gameState* g = malloc(sizeof(struct gameState));
    $$$$$:   17-block  0
unconditional  0 never executed
    #####:   18:  return g;
    $$$$$:   18-block  0
unconditional  0 never executed
        -:   19:}
        -:   20:
function kingdomCards called 0 returned 0% blocks executed 0%
        -:   21:int* kingdomCards(int k1, int k2, int k3, int k4, int k5, int k6, int k7,
        -:   22:		  int k8, int k9, int k10) {
    #####:   23:  int* k = malloc(10 * sizeof(int));
    #####:   24:  k[0] = k1;
    #####:   25:  k[1] = k2;
    #####:   26:  k[2] = k3;
    #####:   27:  k[3] = k4;
    #####:   28:  k[4] = k5;
    #####:   29:  k[5] = k6;
    #####:   30:  k[6] = k7;
    #####:   31:  k[7] = k8;
    #####:   32:  k[8] = k9;
    #####:   33:  k[9] = k10;
    #####:   34:  return k;
    $$$$$:   34-block  0
unconditional  0 never executed
        -:   35:}
        -:   36:
function initializeGame called 2000 returned 100% blocks executed 95%
        -:   37:int initializeGame(int numPlayers, int kingdomCards[10], int randomSeed,
        -:   38:		   struct gameState *state) {
        -:   39:
        -:   40:  int i;
        -:   41:  int j;
        -:   42:  int it;			
        -:   43:  //set up random number generator
     2000:   44:  SelectStream(1);
     2000:   45:  PutSeed((long)randomSeed);
        -:   46:  
        -:   47:  //check number of players
     2000:   48:  if (numPlayers > MAX_PLAYERS || numPlayers < 2)
     2000:   48-block  0
branch  0 taken 2000
branch  1 taken 0
     2000:   48-block  1
branch  2 taken 0
branch  3 taken 2000
        -:   49:    {
    #####:   50:      return -1;
    $$$$$:   50-block  0
unconditional  0 never executed
        -:   51:    }
        -:   52:
        -:   53:  //set number of players
     2000:   54:  state->numPlayers = numPlayers;
        -:   55:
        -:   56:  //check selected kingdom cards are different
    22000:   57:  for (i = 0; i < 10; i++)
     2000:   57-block  0
unconditional  0 taken 2000
    22000:   57-block  1
branch  1 taken 20000
branch  2 taken 2000
    20000:   57-block  2
unconditional  3 taken 20000
        -:   58:    {
   220000:   59:      for (j = 0; j < 10; j++)
    20000:   59-block  0
unconditional  0 taken 20000
   220000:   59-block  1
branch  1 taken 200000
branch  2 taken 20000
   200000:   59-block  2
unconditional  3 taken 200000
        -:   60:        {
   200000:   61:	  if (j != i && kingdomCards[j] == kingdomCards[i])
   200000:   61-block  0
branch  0 taken 180000
branch  1 taken 20000
   180000:   61-block  1
branch  2 taken 0
branch  3 taken 180000
        -:   62:	    {
    #####:   63:	      return -1;
    $$$$$:   63-block  0
unconditional  0 never executed
        -:   64:	    }
   200000:   65:        }
   200000:   65-block  0
unconditional  0 taken 200000
    20000:   66:    }
    20000:   66-block  0
unconditional  0 taken 20000
        -:   67:
        -:   68:
        -:   69:  //initialize supply
        -:   70:  ///////////////////////////////
        -:   71:
        -:   72:  //set number of Curse cards
     2000:   73:  if (numPlayers == 2)
     2000:   73-block  0
branch  0 taken 632
branch  1 taken 1368
        -:   74:    {
      632:   75:      state->supplyCount[curse] = 10;
      632:   76:    }
      632:   76-block  0
unconditional  0 taken 632
     1368:   77:  else if (numPlayers == 3)
     1368:   77-block  0
branch  0 taken 664
branch  1 taken 704
        -:   78:    {
      664:   79:      state->supplyCount[curse] = 20;
      664:   80:    }
      664:   80-block  0
unconditional  0 taken 664
        -:   81:  else
        -:   82:    {
      704:   83:      state->supplyCount[curse] = 30;
      704:   83-block  0
unconditional  0 taken 704
        -:   84:    }
        -:   85:
        -:   86:  //set number of Victory cards
     2000:   87:  if (numPlayers == 2)
     2000:   87-block  0
branch  0 taken 632
branch  1 taken 1368
        -:   88:    {
      632:   89:      state->supplyCount[estate] = 8;
      632:   90:      state->supplyCount[duchy] = 8;
      632:   91:      state->supplyCount[province] = 8;
      632:   92:    }
      632:   92-block  0
unconditional  0 taken 632
        -:   93:  else
        -:   94:    {
     1368:   95:      state->supplyCount[estate] = 12;
     1368:   96:      state->supplyCount[duchy] = 12;
     1368:   97:      state->supplyCount[province] = 12;
     1368:   97-block  0
unconditional  0 taken 1368
        -:   98:    }
        -:   99:
        -:  100:  //set number of Treasure cards
     2000:  101:  state->supplyCount[copper] = 60 - (7 * numPlayers);
     2000:  102:  state->supplyCount[silver] = 40;
     2000:  103:  state->supplyCount[gold] = 30;
        -:  104:
        -:  105:  //set number of Kingdom cards
    42000:  106:  for (i = adventurer; i <= treasure_map; i++)       	//loop all cards
     2000:  106-block  0
unconditional  0 taken 2000
    42000:  106-block  1
branch  1 taken 40000
branch  2 taken 2000
    40000:  106-block  2
unconditional  3 taken 40000
        -:  107:    {
   330000:  108:      for (j = 0; j < 10; j++)           		//loop chosen cards
    40000:  108-block  0
unconditional  0 taken 40000
   330000:  108-block  1
branch  1 taken 310000
branch  2 taken 20000
   290000:  108-block  2
unconditional  3 taken 290000
        -:  109:	{
   310000:  110:	  if (kingdomCards[j] == i)
   310000:  110-block  0
branch  0 taken 20000
branch  1 taken 290000
        -:  111:	    {
        -:  112:	      //check if card is a 'Victory' Kingdom card
    20000:  113:	      if (kingdomCards[j] == great_hall || kingdomCards[j] == gardens)
    20000:  113-block  0
branch  0 taken 20000
branch  1 taken 0
    20000:  113-block  1
branch  2 taken 2000
branch  3 taken 18000
        -:  114:		{
     2000:  115:		  if (numPlayers == 2){ 
     2000:  115-block  0
branch  0 taken 632
branch  1 taken 1368
      632:  116:		    state->supplyCount[i] = 8; 
      632:  117:		  }
      632:  117-block  0
unconditional  0 taken 632
     1368:  118:		  else{ state->supplyCount[i] = 12; }
     1368:  118-block  0
unconditional  0 taken 1368
     2000:  119:		}
     2000:  119-block  0
unconditional  0 taken 2000
        -:  120:	      else
        -:  121:		{
    18000:  122:		  state->supplyCount[i] = 10;
    18000:  122-block  0
unconditional  0 taken 18000
        -:  123:		}
    20000:  124:	      break;
    20000:  124-block  0
unconditional  0 taken 20000
        -:  125:	    }
        -:  126:	  else    //card is not in the set choosen for the game
        -:  127:	    {
   290000:  128:	      state->supplyCount[i] = -1;
   290000:  128-block  0
unconditional  0 taken 290000
        -:  129:	    }
   290000:  130:	}
   290000:  130-block  0
unconditional  0 taken 290000
        -:  131:
    40000:  132:    }
    40000:  132-block  0
unconditional  0 taken 40000
        -:  133:
        -:  134:  ////////////////////////
        -:  135:  //supply intilization complete
        -:  136:
        -:  137:  //set player decks
     8072:  138:  for (i = 0; i < numPlayers; i++)
     2000:  138-block  0
unconditional  0 taken 2000
     8072:  138-block  1
branch  1 taken 6072
branch  2 taken 2000
     6072:  138-block  2
unconditional  3 taken 6072
        -:  139:    {
     6072:  140:      state->deckCount[i] = 0;
    24288:  141:      for (j = 0; j < 3; j++)
     6072:  141-block  0
unconditional  0 taken 6072
    24288:  141-block  1
branch  1 taken 18216
branch  2 taken 6072
    18216:  141-block  2
unconditional  3 taken 18216
        -:  142:	{
    18216:  143:	  state->deck[i][j] = estate;
    18216:  144:	  state->deckCount[i]++;
    18216:  145:	}
    18216:  145-block  0
unconditional  0 taken 18216
    48576:  146:      for (j = 3; j < 10; j++)
     6072:  146-block  0
unconditional  0 taken 6072
    48576:  146-block  1
branch  1 taken 42504
branch  2 taken 6072
    42504:  146-block  2
unconditional  3 taken 42504
        -:  147:	{
